claim_id,product_category,product_age_months,warranty_period_months,receipt_available,serial_number_valid,damage_type,repair_history,purchase_price,claim_amount,days_since_purchase,claim_status
726,TV,6,12,1,1,Battery Failure,2,2372,1980.13,189,Valid
727,Refrigerator,52,24,0,1,Physical Damage,2,1809,690.86,1558,Manual Review
728,Washing Machine,9,24,1,1,Electrical Failure,0,607,311.9,267,Valid
729,Laptop,15,24,0,1,Software Failure,1,2909,1189.76,443,Manual Review
730,Laptop,26,36,1,1,Battery Failure,1,1167,578.57,780,Valid
731,TV,8,12,0,1,Unknown,2,906,563.75,232,Manual Review
732,Smartphone,32,12,0,0,Physical Damage,1,975,755.28,952,Invalid
733,Headphones,30,36,1,1,Unknown,1,159,107.91,905,Manual Review
734,Washing Machine,42,12,1,0,Water Damage,2,1623,1359.76,1269,Invalid
735,TV,30,12,0,0,Physical Damage,3,2455,591.13,891,Invalid
736,Camera,17,12,0,0,Physical Damage,3,621,352.06,509,Manual Review
737,Refrigerator,1,36,1,1,Software Failure,1,1047,166.57,31,Valid
738,Washing Machine,44,24,0,1,Unknown,1,1115,199.79,1315,Invalid
739,Tablet,55,36,0,1,Water Damage,0,982,740.63,1644,Manual Review
740,Tablet,56,36,0,1,Water Damage,4,441,411.51,1690,Manual Review
741,Washing Machine,20,12,1,1,Software Failure,3,930,409.42,603,Manual Review
742,Tablet,31,12,0,0,Unknown,4,116,33.2,924,Invalid
743,Tablet,53,24,0,1,Physical Damage,1,506,507.65,1586,Manual Review
744,Camera,1,12,1,1,Electrical Failure,2,1374,156.24,33,Valid
745,Washing Machine,54,24,0,1,Unknown,2,441,231.49,1624,Invalid
746,Laptop,34,12,0,1,Physical Damage,3,2238,1578.97,1020,Manual Review
747,Refrigerator,28,36,1,1,Battery Failure,1,2323,2262.06,830,Manual Review
748,Laptop,34,12,1,1,Software Failure,3,1750,773.74,1023,Manual Review
749,Tablet,4,36,1,1,Manufacturing Defect,0,199,141.58,123,Valid
750,Washing Machine,36,24,1,0,Water Damage,4,1058,898.24,1084,Invalid
751,TV,37,36,1,1,Water Damage,1,1701,1137.78,1101,Invalid
752,Washing Machine,5,12,0,1,Software Failure,1,943,850.76,150,Manual Review
753,Washing Machine,8,12,1,1,Software Failure,1,1363,427.13,232,Valid
754,Tablet,31,24,1,1,Unknown,1,678,129.64,923,Invalid
755,TV,50,24,0,0,Physical Damage,2,765,329.1,1506,Invalid
756,Refrigerator,11,12,1,1,Electrical Failure,0,1640,970.13,322,Valid
757,Washing Machine,37,24,1,0,Software Failure,0,1589,615.11,1105,Manual Review
758,TV,8,12,1,1,Electrical Failure,0,1329,333.29,233,Valid
759,Laptop,34,24,0,1,Physical Damage,3,1239,369.12,1019,Invalid
760,Washing Machine,20,36,1,1,Battery Failure,2,1443,353.4,593,Valid
761,Tablet,2,24,0,0,Physical Damage,2,320,321.18,53,Manual Review
762,Laptop,5,24,1,1,Software Failure,2,2896,647.03,152,Valid
763,Headphones,12,12,1,1,Electrical Failure,0,169,62.31,367,Valid
764,Laptop,52,12,1,1,Water Damage,2,2249,1129.25,1550,Invalid
765,Laptop,24,12,0,0,Manufacturing Defect,2,2587,2385.29,721,Manual Review
766,TV,22,36,1,1,Unknown,4,360,387.43,664,Manual Review
767,TV,38,36,0,0,Manufacturing Defect,4,708,245.73,1137,Manual Review
768,TV,23,36,1,1,Electrical Failure,0,620,252.24,698,Valid
769,Refrigerator,5,24,1,1,Software Failure,0,773,591.67,142,Valid
770,Washing Machine,6,24,1,1,Manufacturing Defect,2,1672,1022.06,180,Valid
771,Refrigerator,32,12,1,0,Unknown,1,645,498.76,958,Invalid
772,Laptop,14,12,0,1,Battery Failure,4,1846,1731.98,428,Manual Review
773,TV,50,24,1,0,Unknown,4,1863,754.98,1507,Invalid
774,Smartphone,54,36,1,1,Manufacturing Defect,3,1083,359.09,1623,Manual Review
775,Washing Machine,6,12,1,1,Battery Failure,0,1685,174.06,177,Valid
776,Headphones,32,12,1,0,Physical Damage,4,144,17.49,950,Invalid
777,Tablet,51,36,1,1,Water Damage,2,480,367.6,1529,Invalid
778,Refrigerator,8,36,1,1,Electrical Failure,1,1304,358.99,234,Valid
779,Laptop,33,12,0,0,Physical Damage,3,2692,597.4,998,Invalid
780,Headphones,12,12,1,1,Software Failure,1,498,130.73,360,Valid
781,Washing Machine,13,24,1,1,Software Failure,2,494,172.92,390,Valid
782,Tablet,12,24,1,1,Electrical Failure,0,861,173.53,358,Valid
783,Laptop,49,12,1,0,Water Damage,1,2395,383.29,1463,Invalid
784,TV,20,36,1,1,Software Failure,2,1729,778.88,606,Valid
785,Headphones,13,36,1,1,Screen Damage,2,233,93.71,393,Manual Review
786,Camera,32,36,1,1,Battery Failure,2,1440,422.81,954,Valid
787,Laptop,41,24,0,1,Software Failure,2,899,810.87,1232,Manual Review
788,Smartphone,5,24,1,1,Battery Failure,2,613,452.89,143,Valid
789,Refrigerator,22,24,1,1,Manufacturing Defect,1,661,243.93,658,Valid
790,Smartphone,22,24,1,1,Battery Failure,0,125,83.29,650,Valid
791,Refrigerator,22,36,1,1,Manufacturing Defect,1,2180,493.83,650,Valid
792,Smartphone,16,24,1,1,Manufacturing Defect,0,920,453.93,488,Valid
793,TV,48,36,1,0,Physical Damage,3,356,190.84,1434,Manual Review
794,Headphones,1,12,1,1,Electrical Failure,1,69,42.49,22,Valid
795,Headphones,38,36,1,0,Physical Damage,2,264,232.64,1146,Invalid
796,Smartphone,1,12,1,1,Electrical Failure,0,1305,468.52,25,Valid
797,Smartphone,7,12,1,1,Manufacturing Defect,0,518,176.71,206,Valid
798,Camera,52,24,0,0,Software Failure,0,1990,1784.08,1560,Manual Review
799,Laptop,10,12,1,0,Unknown,0,2162,758.81,295,Manual Review
800,Smartphone,3,12,1,1,Battery Failure,2,964,556.35,92,Valid
801,Tablet,9,36,1,1,Battery Failure,0,759,578.95,272,Valid
802,Refrigerator,3,24,1,1,Software Failure,0,1911,497.89,98,Valid
803,TV,14,36,1,1,Battery Failure,1,804,587.66,429,Valid
804,Tablet,22,24,1,0,Water Damage,0,647,689.05,653,Manual Review
805,Laptop,25,36,1,1,Electrical Failure,1,1588,1163.78,747,Valid
806,TV,5,12,1,0,Software Failure,0,1931,2112.41,150,Manual Review
807,Smartphone,48,12,0,0,Water Damage,4,1085,605.92,1448,Invalid
808,Washing Machine,9,12,1,1,Battery Failure,1,1670,815.51,277,Valid
809,Refrigerator,5,24,1,1,Software Failure,0,1420,858.54,157,Valid
810,Smartphone,11,24,1,1,Battery Failure,1,1264,551.98,337,Valid
811,Refrigerator,59,36,0,0,Unknown,3,896,825.26,1770,Manual Review
812,Tablet,51,24,0,0,Unknown,4,442,118.76,1531,Invalid
813,Camera,3,12,1,1,Manufacturing Defect,0,1446,1296.69,83,Valid
814,Headphones,17,24,1,1,Manufacturing Defect,1,287,79.57,519,Valid
815,Smartphone,3,24,1,1,Software Failure,0,1384,302.13,99,Valid
816,Washing Machine,13,36,1,1,Electrical Failure,1,1250,630.13,400,Valid
817,Smartphone,4,12,1,1,Battery Failure,0,610,77.14,111,Valid
818,Smartphone,1,24,1,1,Software Failure,2,729,133.52,36,Valid
819,Headphones,4,36,1,1,Manufacturing Defect,2,234,157.55,130,Manual Review
820,Washing Machine,4,24,1,1,Manufacturing Defect,0,931,424.34,118,Valid
821,Laptop,8,12,1,1,Battery Failure,1,2284,1616.15,241,Valid
822,Laptop,2,36,1,1,Battery Failure,1,2302,1324.19,55,Valid
823,Camera,47,36,0,1,Physical Damage,3,1841,217.07,1408,Manual Review
824,Laptop,9,36,1,1,Electrical Failure,0,1277,439.68,265,Valid
825,Smartphone,49,12,1,1,Unknown,1,1090,740.39,1479,Invalid
826,TV,48,24,0,0,Software Failure,1,346,305.29,1450,Manual Review
827,Refrigerator,42,24,0,0,Unknown,3,1592,1688.91,1256,Manual Review
828,TV,51,24,0,1,Unknown,1,1278,381.62,1522,Invalid
829,Refrigerator,16,12,1,1,Electrical Failure,0,1523,592.99,490,Manual Review
830,Tablet,3,24,1,1,Battery Failure,1,735,642.51,92,Valid
831,Headphones,45,36,1,0,Unknown,1,421,52.74,1353,Invalid
832,Smartphone,24,12,0,0,Water Damage,0,125,69.42,714,Manual Review
833,Refrigerator,1,24,1,0,Manufacturing Defect,3,931,297.75,40,Manual Review
834,Refrigerator,17,12,0,0,Physical Damage,4,1783,796.88,504,Invalid
835,Refrigerator,17,24,0,0,Water Damage,4,1640,1595.45,516,Manual Review
836,Refrigerator,4,12,1,1,Battery Failure,2,880,613.8,125,Valid
837,Smartphone,48,24,1,0,Physical Damage,1,294,229.61,1431,Invalid
838,Refrigerator,18,24,1,1,Battery Failure,2,2387,1744.04,531,Valid
839,Camera,12,24,1,1,Electrical Failure,2,1404,661.3,353,Valid
840,Headphones,59,12,0,0,Water Damage,3,349,94.41,1770,Manual Review
841,TV,47,36,1,1,Water Damage,3,2443,264.97,1400,Invalid
842,Headphones,2,12,1,1,Manufacturing Defect,0,179,22.58,57,Valid
843,Washing Machine,27,24,1,1,Physical Damage,4,363,394.24,818,Manual Review
844,Washing Machine,57,36,1,1,Water Damage,2,1662,696.01,1711,Manual Review
845,Tablet,28,36,1,1,Electrical Failure,2,303,271.58,833,Manual Review
846,Washing Machine,12,24,1,1,Electrical Failure,1,549,306.77,367,Valid
847,Camera,51,12,0,0,Physical Damage,1,2376,1194.33,1523,Invalid
848,Headphones,8,24,1,1,Electrical Failure,2,278,167.19,238,Valid
849,Smartphone,53,36,0,0,Unknown,4,285,193.26,1583,Invalid
850,Smartphone,31,24,0,0,Software Failure,0,665,369.61,920,Manual Review
851,Laptop,20,12,1,0,Unknown,3,649,336.87,602,Invalid
852,Tablet,51,36,1,0,Physical Damage,4,214,164.37,1529,Invalid
853,Headphones,4,12,1,1,Battery Failure,2,331,215.58,129,Valid
854,Smartphone,48,36,0,0,Physical Damage,3,784,465.27,1444,Invalid
855,Camera,60,36,0,0,Unknown,2,2151,755.21,1796,Invalid
856,Headphones,7,24,0,1,Screen Damage,1,274,257.42,217,Manual Review
857,Headphones,1,24,1,1,Manufacturing Defect,1,143,60.56,27,Valid
858,Smartphone,36,12,0,1,Unknown,1,1380,514.75,1073,Invalid
859,Refrigerator,15,12,0,1,Water Damage,1,1288,1108.18,460,Invalid
860,Refrigerator,45,12,1,1,Electrical Failure,0,584,72.19,1347,Manual Review
861,Camera,22,24,1,0,Battery Failure,2,1454,334.71,650,Manual Review
862,Headphones,51,24,0,1,Water Damage,2,276,112.35,1530,Invalid
863,Camera,57,12,0,1,Water Damage,4,1197,1006.13,1701,Invalid
864,Headphones,47,36,0,0,Physical Damage,4,427,56.99,1412,Invalid
865,TV,50,36,0,1,Water Damage,1,384,196.12,1506,Invalid
866,Refrigerator,5,24,1,1,Battery Failure,2,2189,1605.57,155,Valid
867,TV,37,24,0,1,Manufacturing Defect,2,1961,1847.85,1100,Manual Review
868,TV,48,12,0,0,Unknown,2,1424,935.15,1433,Invalid
869,Laptop,8,24,0,1,Physical Damage,4,2405,1277.84,231,Manual Review
870,Washing Machine,4,12,1,1,Electrical Failure,0,707,154.04,111,Valid
871,Washing Machine,47,24,0,0,Water Damage,1,1723,1444.38,1409,Invalid
872,Tablet,48,24,0,1,Unknown,3,790,359.59,1430,Manual Review
873,TV,58,36,1,0,Physical Damage,4,613,386.18,1738,Invalid
874,Washing Machine,41,12,1,1,Screen Damage,2,336,197.17,1232,Manual Review
875,TV,25,36,1,1,Software Failure,1,1199,261.45,740,Valid
876,Camera,19,12,1,1,Unknown,0,1269,1099.98,565,Manual Review
877,Washing Machine,8,36,1,1,Software Failure,1,1662,1417.53,243,Valid
878,Laptop,52,36,1,1,Unknown,2,2491,2331.0,1563,Manual Review
879,Tablet,6,12,1,1,Software Failure,0,520,350.24,185,Valid
880,Washing Machine,17,24,1,1,Software Failure,0,1541,1255.15,504,Valid
881,TV,14,24,1,1,Manufacturing Defect,0,2317,2150.09,428,Manual Review
882,Laptop,53,12,0,1,Screen Damage,1,2116,286.94,1596,Manual Review
883,Camera,5,36,0,0,Software Failure,4,1589,742.99,144,Manual Review
884,Smartphone,56,36,1,0,Physical Damage,3,249,181.08,1680,Invalid
885,Washing Machine,21,36,1,1,Electrical Failure,1,567,401.74,636,Valid
886,TV,23,36,1,0,Physical Damage,1,1396,885.6,700,Manual Review
887,Laptop,24,24,1,1,Software Failure,1,575,195.62,713,Valid
888,Tablet,24,24,1,1,Screen Damage,3,1136,522.64,711,Manual Review
889,Refrigerator,39,36,0,1,Electrical Failure,2,1711,1708.92,1161,Manual Review
890,Headphones,35,12,0,0,Battery Failure,1,244,262.4,1057,Manual Review
891,Laptop,20,36,1,0,Screen Damage,0,2597,611.35,605,Manual Review
892,Headphones,36,24,0,1,Battery Failure,4,327,137.24,1082,Manual Review
893,Refrigerator,56,24,0,1,Physical Damage,4,2460,853.73,1675,Manual Review
894,Laptop,40,24,0,0,Unknown,4,908,700.27,1207,Invalid
895,Tablet,43,36,0,0,Water Damage,3,1083,359.59,1298,Manual Review
896,Smartphone,51,36,0,0,Battery Failure,0,695,278.46,1522,Manual Review
897,Headphones,4,12,1,1,Electrical Failure,2,103,76.7,111,Valid
898,Tablet,44,36,0,1,Unknown,2,276,94.04,1324,Invalid
899,Laptop,38,36,0,0,Unknown,1,1033,419.51,1140,Invalid
900,Smartphone,56,12,0,0,Screen Damage,0,359,345.65,1689,Manual Review
901,Washing Machine,5,12,1,1,Manufacturing Defect,2,1680,1139.41,147,Valid
902,Smartphone,20,24,1,1,Electrical Failure,1,312,175.45,596,Valid
903,Refrigerator,12,12,1,1,Battery Failure,1,2483,693.73,356,Valid
904,Washing Machine,30,24,1,0,Unknown,2,586,75.34,890,Invalid
905,Smartphone,58,24,1,1,Physical Damage,0,516,428.09,1746,Manual Review
906,Washing Machine,57,24,1,0,Water Damage,3,1044,914.07,1706,Invalid
907,Smartphone,12,12,1,1,Software Failure,1,1173,607.85,355,Valid
908,Washing Machine,10,24,1,1,Software Failure,1,992,637.97,291,Valid
909,Laptop,49,12,1,0,Battery Failure,3,956,680.36,1467,Manual Review
910,TV,59,24,0,0,Screen Damage,0,1927,2050.53,1762,Manual Review
911,TV,41,12,1,0,Physical Damage,2,979,364.28,1235,Invalid
912,Laptop,22,24,1,1,Software Failure,1,2867,1935.15,665,Valid
913,Refrigerator,34,12,0,1,Unknown,2,1995,498.56,1013,Invalid
914,Washing Machine,6,12,1,1,Manufacturing Defect,2,1689,691.23,178,Valid
915,Headphones,2,12,1,0,Physical Damage,2,331,134.83,52,Manual Review
916,Camera,26,24,0,0,Unknown,2,758,528.63,787,Invalid
917,TV,54,24,0,0,Physical Damage,2,1524,1340.39,1622,Invalid
918,Camera,10,36,1,1,Software Failure,2,605,464.01,309,Valid
919,Camera,12,24,1,1,Battery Failure,1,372,122.8,352,Valid
920,Smartphone,35,12,0,0,Unknown,2,457,348.4,1056,Invalid
921,Camera,4,24,1,1,Software Failure,0,1530,363.37,129,Valid
922,Camera,54,24,1,1,Physical Damage,1,2012,435.53,1610,Invalid
923,Washing Machine,13,36,1,1,Manufacturing Defect,0,1654,466.95,389,Valid
924,Laptop,15,36,0,1,Water Damage,0,1165,1137.99,445,Manual Review
925,Camera,19,24,1,1,Manufacturing Defect,1,971,346.86,575,Valid
926,Headphones,21,12,1,1,Battery Failure,1,63,44.63,623,Manual Review
927,TV,20,24,1,1,Manufacturing Defect,1,1897,1534.5,608,Valid
928,Laptop,58,36,1,1,Physical Damage,4,669,194.32,1733,Invalid
929,Refrigerator,54,12,1,0,Unknown,1,1381,417.6,1622,Invalid
930,Refrigerator,36,24,1,0,Physical Damage,2,925,132.57,1083,Invalid
931,Smartphone,46,12,1,0,Unknown,1,1242,509.12,1390,Invalid
932,Refrigerator,38,36,0,1,Water Damage,4,2259,1152.38,1145,Invalid
933,Camera,45,24,0,0,Unknown,0,717,729.06,1353,Manual Review
934,Headphones,11,12,1,1,Battery Failure,2,440,46.98,328,Valid
935,Tablet,28,36,0,1,Physical Damage,2,312,98.86,841,Manual Review
936,TV,31,12,0,1,Physical Damage,4,681,216.64,925,Invalid
937,TV,52,12,0,0,Manufacturing Defect,3,2299,2327.53,1556,Manual Review
938,Headphones,51,12,0,0,Unknown,2,213,141.17,1529,Invalid
939,Washing Machine,34,24,1,0,Unknown,2,650,102.05,1029,Invalid
940,Tablet,34,24,1,1,Physical Damage,1,638,304.7,1019,Manual Review
941,Camera,35,24,0,0,Water Damage,2,971,714.74,1057,Invalid
942,TV,24,24,1,1,Battery Failure,2,2389,1458.84,725,Valid
943,Washing Machine,6,24,1,1,Battery Failure,1,1295,328.42,174,Valid
944,Tablet,50,12,0,0,Physical Damage,4,417,55.02,1500,Invalid
945,Refrigerator,40,36,0,0,Water Damage,1,2346,1526.6,1194,Invalid
946,TV,13,24,0,1,Electrical Failure,1,1458,1255.62,383,Manual Review
947,Smartphone,7,12,1,1,Electrical Failure,2,1126,803.61,213,Valid
948,Laptop,16,36,1,1,Manufacturing Defect,2,1535,1197.66,489,Valid
949,TV,55,36,0,0,Unknown,3,2430,1592.39,1645,Invalid
950,Smartphone,20,12,1,1,Battery Failure,3,1047,950.05,601,Manual Review
951,Smartphone,3,24,1,1,Electrical Failure,0,1445,870.77,98,Valid
952,Refrigerator,3,36,0,0,Physical Damage,0,1305,1049.4,89,Manual Review
953,Smartphone,48,12,0,1,Unknown,2,200,49.57,1431,Invalid
954,Tablet,29,24,0,0,Physical Damage,1,403,200.32,866,Invalid
955,Camera,3,36,1,1,Battery Failure,2,1503,1257.76,99,Valid
956,Tablet,28,36,1,1,Electrical Failure,1,418,113.8,840,Valid
957,Washing Machine,31,24,0,1,Physical Damage,4,467,81.16,933,Invalid
958,Laptop,59,36,1,0,Water Damage,4,1632,887.92,1774,Invalid
959,TV,4,24,1,1,Battery Failure,0,1086,750.3,118,Valid
960,Tablet,8,12,1,1,Manufacturing Defect,1,272,136.99,235,Valid
961,Washing Machine,7,12,1,1,Software Failure,0,1187,1031.06,220,Valid
962,Camera,23,24,1,1,Software Failure,0,920,429.69,697,Manual Review
963,Laptop,40,36,0,1,Water Damage,4,2988,2124.73,1210,Invalid
964,Camera,52,24,1,1,Physical Damage,3,301,309.75,1561,Manual Review
965,Laptop,34,36,1,1,Manufacturing Defect,1,643,456.85,1018,Valid
966,Refrigerator,2,24,1,0,Water Damage,2,847,137.2,66,Manual Review
967,Camera,53,36,0,0,Physical Damage,1,556,203.85,1581,Invalid
968,Camera,29,12,1,1,Water Damage,1,1758,1922.99,876,Manual Review
969,Washing Machine,8,12,1,1,Manufacturing Defect,2,1235,138.66,234,Valid
970,Tablet,47,36,0,1,Electrical Failure,3,726,336.05,1419,Manual Review
971,Washing Machine,6,24,1,0,Electrical Failure,4,903,960.06,181,Manual Review
972,Smartphone,45,36,0,0,Physical Damage,4,1445,303.17,1352,Invalid
973,TV,58,36,1,0,Manufacturing Defect,0,1955,730.42,1735,Manual Review
974,Refrigerator,3,24,1,1,Electrical Failure,1,1410,954.17,95,Valid
975,TV,42,12,0,0,Unknown,2,403,169.59,1263,Invalid
976,TV,31,24,1,0,Electrical Failure,1,1233,1058.73,929,Manual Review
977,TV,5,12,1,1,Software Failure,1,1303,890.0,159,Valid
978,TV,8,36,1,0,Manufacturing Defect,0,1753,301.87,241,Manual Review
979,Refrigerator,12,12,0,0,Water Damage,4,436,350.25,364,Manual Review
980,Laptop,46,36,1,1,Unknown,3,1723,1500.1,1378,Invalid
981,Laptop,20,24,1,1,Battery Failure,0,816,261.13,610,Valid
982,Laptop,25,24,0,0,Manufacturing Defect,0,841,780.89,760,Manual Review
983,Headphones,56,24,0,0,Water Damage,2,55,48.17,1670,Invalid
984,Washing Machine,31,36,0,1,Physical Damage,1,866,848.45,925,Manual Review
985,Laptop,49,12,0,1,Electrical Failure,3,463,174.94,1474,Manual Review
986,Smartphone,31,36,1,1,Manufacturing Defect,1,640,673.31,920,Manual Review
987,Camera,50,12,1,0,Water Damage,2,1442,691.71,1506,Invalid
988,Tablet,40,24,0,0,Unknown,1,802,711.58,1194,Invalid
989,Camera,26,36,1,1,Electrical Failure,0,766,388.84,772,Valid
990,Washing Machine,38,36,0,1,Unknown,3,524,413.44,1130,Invalid
991,Tablet,27,24,1,0,Water Damage,3,530,550.53,814,Manual Review
992,Smartphone,18,24,1,0,Screen Damage,2,1443,809.47,543,Manual Review
993,TV,13,36,0,0,Physical Damage,0,383,211.03,381,Manual Review
994,Headphones,9,36,1,1,Screen Damage,0,257,208.45,262,Manual Review
995,Laptop,58,24,0,0,Unknown,4,2195,709.72,1743,Invalid
996,Washing Machine,1,12,1,0,Electrical Failure,2,318,57.58,22,Manual Review
997,Tablet,60,36,0,0,Unknown,1,1080,885.75,1794,Invalid
998,TV,31,12,1,1,Physical Damage,3,974,101.66,920,Invalid
999,Smartphone,34,36,1,1,Electrical Failure,1,1417,1234.52,1011,Valid
1000,Washing Machine,20,24,1,1,Software Failure,2,1213,991.95,605,Valid
1001,Refrigerator,5,12,1,1,Manufacturing Defect,2,1876,563.38,151,Valid
1002,Headphones,24,36,1,1,Manufacturing Defect,1,462,85.33,723,Valid
1003,Camera,14,24,1,1,Electrical Failure,0,2126,245.57,427,Valid
1004,Laptop,5,12,1,1,Software Failure,2,2012,600.82,145,Valid
1005,Headphones,29,36,1,1,Electrical Failure,0,329,147.62,875,Valid
1006,Washing Machine,25,24,0,0,Screen Damage,2,555,291.47,753,Manual Review
1007,Laptop,59,12,0,1,Physical Damage,4,1482,342.39,1773,Invalid
1008,TV,19,24,1,1,Battery Failure,0,2088,1274.36,574,Valid
1009,Tablet,44,24,1,1,Physical Damage,1,689,298.84,1325,Invalid
1010,Headphones,4,12,1,1,Battery Failure,0,203,23.72,127,Valid
1011,Washing Machine,13,24,1,1,Manufacturing Defect,1,775,761.53,397,Manual Review
1012,Refrigerator,32,36,1,1,Unknown,2,1052,970.26,968,Manual Review
1013,TV,42,12,0,1,Physical Damage,1,2241,1025.6,1253,Invalid
1014,Washing Machine,49,24,1,1,Water Damage,4,746,160.71,1465,Invalid
1015,Laptop,6,24,1,1,Battery Failure,2,1893,1214.6,187,Valid
1016,Washing Machine,20,24,1,0,Battery Failure,4,834,887.76,602,Manual Review
1017,TV,41,36,1,1,Unknown,2,765,265.61,1236,Invalid
1018,Washing Machine,48,24,0,0,Physical Damage,3,930,820.28,1447,Invalid
1019,Refrigerator,8,24,1,1,Manufacturing Defect,1,2246,662.77,244,Valid
1020,Laptop,60,12,0,1,Screen Damage,4,510,298.7,1806,Manual Review
1021,Smartphone,34,12,0,0,Unknown,2,347,190.71,1025,Invalid
1022,Camera,15,36,1,1,Manufacturing Defect,1,2340,1017.68,457,Valid
1023,Tablet,37,24,0,0,Physical Damage,2,1139,314.09,1110,Invalid
1024,Washing Machine,60,24,1,0,Electrical Failure,2,1543,1549.19,1808,Manual Review
1025,Headphones,57,36,0,0,Unknown,3,258,75.41,1720,Invalid
1026,Laptop,55,24,0,0,Unknown,2,2951,2262.51,1640,Invalid
1027,Laptop,4,12,1,0,Physical Damage,4,2864,2609.56,111,Manual Review
1028,Tablet,3,24,1,1,Manufacturing Defect,2,238,26.43,86,Valid
1029,Camera,31,36,1,1,Software Failure,4,520,419.45,925,Manual Review
1030,Headphones,36,24,1,0,Unknown,3,129,13.06,1070,Invalid
1031,Refrigerator,18,36,1,1,Battery Failure,0,1380,405.67,546,Valid
1032,Tablet,13,12,1,0,Water Damage,4,1119,877.66,397,Invalid
1033,Smartphone,33,12,0,1,Water Damage,3,434,61.76,991,Invalid
1034,Headphones,39,36,1,0,Physical Damage,3,54,18.24,1178,Invalid
1035,Refrigerator,53,12,0,1,Water Damage,1,1595,1191.65,1599,Invalid
1036,Laptop,12,24,1,1,Physical Damage,3,821,881.96,370,Manual Review
1037,Headphones,45,36,0,0,Water Damage,1,322,219.62,1354,Invalid
1038,Smartphone,32,24,1,0,Unknown,1,1299,177.2,952,Invalid
1039,TV,30,24,1,0,Screen Damage,3,517,207.08,895,Manual Review
1040,Headphones,39,36,0,0,Physical Damage,0,128,74.87,1176,Manual Review
1041,Washing Machine,31,36,0,1,Electrical Failure,1,1466,1117.47,937,Manual Review
1042,Tablet,48,36,0,1,Physical Damage,1,347,137.3,1439,Invalid
1043,Laptop,37,24,1,1,Screen Damage,0,1033,690.59,1115,Manual Review
1044,Tablet,38,36,0,0,Physical Damage,2,230,173.48,1133,Invalid
1045,Washing Machine,55,36,1,0,Physical Damage,2,676,529.56,1644,Invalid
1046,Laptop,9,12,1,1,Battery Failure,2,1386,285.47,271,Valid
1047,Camera,58,24,1,1,Electrical Failure,4,493,186.1,1748,Manual Review
1048,Refrigerator,59,12,1,0,Unknown,1,851,237.95,1769,Manual Review
1049,Laptop,8,24,1,1,Battery Failure,2,2421,1141.84,247,Valid
1050,TV,40,24,1,0,Physical Damage,3,1548,711.05,1194,Invalid
1051,Camera,12,12,1,1,Electrical Failure,0,2478,366.71,367,Valid
1052,TV,51,12,0,0,Physical Damage,4,1443,415.26,1537,Invalid
1053,Headphones,58,24,1,1,Unknown,4,154,128.59,1746,Manual Review
1054,Laptop,3,36,1,1,Electrical Failure,2,2054,1292.41,82,Valid
1055,TV,20,24,0,1,Unknown,4,951,381.13,603,Manual Review
1056,Refrigerator,59,36,0,1,Water Damage,2,2212,908.64,1772,Invalid
1057,Tablet,11,36,1,0,Battery Failure,1,782,717.94,324,Manual Review
1058,Refrigerator,58,36,0,0,Physical Damage,4,1680,1466.08,1731,Invalid
1059,Tablet,43,24,0,1,Water Damage,4,1077,365.84,1293,Invalid
1060,Headphones,12,12,1,1,Electrical Failure,2,443,242.42,355,Valid
1061,Laptop,23,24,1,1,Electrical Failure,2,1948,1663.87,696,Valid
1062,TV,11,24,1,1,Battery Failure,1,1507,502.07,340,Valid
1063,Camera,28,24,1,0,Unknown,1,488,374.57,832,Invalid
1064,Refrigerator,26,24,0,1,Water Damage,4,443,204.99,783,Manual Review
1065,TV,40,24,0,0,Electrical Failure,1,2490,2585.83,1205,Manual Review
1066,Refrigerator,20,36,1,1,Electrical Failure,0,847,515.78,601,Manual Review
1067,Laptop,45,36,0,0,Unknown,4,1745,1315.36,1351,Invalid
1068,Headphones,57,36,1,0,Physical Damage,2,359,379.95,1713,Manual Review
1069,TV,13,24,1,1,Manufacturing Defect,0,2246,1371.11,382,Valid
1070,Smartphone,58,36,1,1,Unknown,2,1471,1174.62,1746,Invalid
1071,Smartphone,52,36,1,0,Water Damage,4,263,56.2,1566,Invalid
1072,Camera,3,24,1,1,Software Failure,2,2162,1223.25,97,Valid
1073,Tablet,47,12,1,1,Unknown,3,656,493.78,1419,Manual Review
1074,Tablet,1,24,1,1,Software Failure,1,1031,338.37,37,Valid
1075,Camera,5,36,0,0,Battery Failure,1,985,518.15,150,Manual Review
1076,Washing Machine,51,36,0,0,Water Damage,4,1683,236.23,1532,Invalid
1077,Washing Machine,1,24,1,1,Battery Failure,0,1459,913.15,22,Valid
1078,Laptop,39,36,1,0,Physical Damage,1,2402,2078.61,1177,Invalid
1079,Refrigerator,46,12,1,1,Electrical Failure,1,1977,361.59,1379,Manual Review
1080,Laptop,15,24,1,1,Electrical Failure,0,2346,1847.45,445,Valid
1081,Washing Machine,13,24,1,1,Manufacturing Defect,2,614,394.96,391,Valid
1082,Smartphone,4,12,1,1,Battery Failure,1,527,419.27,120,Valid
1083,Laptop,59,36,0,0,Physical Damage,2,2510,479.02,1775,Invalid
1084,Headphones,8,36,0,1,Unknown,2,194,139.31,232,Manual Review
1085,Camera,6,24,1,1,Electrical Failure,0,237,80.28,189,Valid
1086,Refrigerator,51,12,1,1,Manufacturing Defect,4,917,161.09,1523,Manual Review
